waveform	[0]		[1]	
t0	26/10/2022  13:30:03,000635		26/10/2022  13:30:03,000635	
delta t	4,000000E-7		4,000000E-7	

time[0]	Y[0]	time[1]	Y[1]
26/10/2022  13:30:03,000635	3,015075E-1	26/10/2022  13:30:03,000635	-1,708543E-4
26/10/2022  13:30:03,000635	3,015075E-1	26/10/2022  13:30:03,000635	-2,010050E-4
26/10/2022  13:30:03,000635	3,015075E-1	26/10/2022  13:30:03,000635	-2,814070E-4
26/10/2022  13:30:03,000636	3,015075E-1	26/10/2022  13:30:03,000636	-1,809045E-4
26/10/2022  13:30:03,000636	3,015075E-1	26/10/2022  13:30:03,000636	-2,010050E-4
26/10/2022  13:30:03,000637	3,015075E-1	26/10/2022  13:30:03,000637	-2,914573E-4
26/10/2022  13:30:03,000637	3,015075E-1	26/10/2022  13:30:03,000637	-2,914573E-4
26/10/2022  13:30:03,000637	3,015075E-1	26/10/2022  13:30:03,000637	-1,909548E-4
26/10/2022  13:30:03,000638	3,015075E-1	26/10/2022  13:30:03,000638	-1,708543E-4
26/10/2022  13:30:03,000638	3,015075E-1	26/10/2022  13:30:03,000638	-1,909548E-4
26/10/2022  13:30:03,000639	3,015075E-1	26/10/2022  13:30:03,000639	-1,909548E-4
26/10/2022  13:30:03,000639	3,015075E-1	26/10/2022  13:30:03,000639	-2,211055E-4
26/10/2022  13:30:03,000639	3,015075E-1	26/10/2022  13:30:03,000639	-2,512563E-4
26/10/2022  13:30:03,000640	3,015075E-1	26/10/2022  13:30:03,000640	-2,110553E-4
26/10/2022  13:30:03,000640	3,015075E-1	26/10/2022  13:30:03,000640	-2,311558E-4
26/10/2022  13:30:03,000641	3,015075E-1	26/10/2022  13:30:03,000641	-1,909548E-4
26/10/2022  13:30:03,000641	3,015075E-1	26/10/2022  13:30:03,000641	-1,909548E-4
26/10/2022  13:30:03,000641	3,015075E-1	26/10/2022  13:30:03,000641	-2,613065E-4
26/10/2022  13:30:03,000642	3,015075E-1	26/10/2022  13:30:03,000642	-2,713568E-4
26/10/2022  13:30:03,000642	3,015075E-1	26/10/2022  13:30:03,000642	-2,010050E-4
26/10/2022  13:30:03,000643	3,015075E-1	26/10/2022  13:30:03,000643	-2,814070E-4
26/10/2022  13:30:03,000643	3,015075E-1	26/10/2022  13:30:03,000643	-2,211055E-4
26/10/2022  13:30:03,000643	3,015075E-1	26/10/2022  13:30:03,000643	-1,909548E-4
26/10/2022  13:30:03,000644	3,015075E-1	26/10/2022  13:30:03,000644	-2,412060E-4
26/10/2022  13:30:03,000644	3,015075E-1	26/10/2022  13:30:03,000644	-1,608040E-4
26/10/2022  13:30:03,000645	3,015075E-1	26/10/2022  13:30:03,000645	-1,809045E-4
26/10/2022  13:30:03,000645	3,015075E-1	26/10/2022  13:30:03,000645	-2,914573E-4
26/10/2022  13:30:03,000645	3,015075E-1	26/10/2022  13:30:03,000645	-2,412060E-4
26/10/2022  13:30:03,000646	3,015075E-1	26/10/2022  13:30:03,000646	-2,412060E-4
26/10/2022  13:30:03,000646	3,015075E-1	26/10/2022  13:30:03,000646	-1,909548E-4
26/10/2022  13:30:03,000647	3,015075E-1	26/10/2022  13:30:03,000647	-2,512563E-4
26/10/2022  13:30:03,000647	3,015075E-1	26/10/2022  13:30:03,000647	-2,010050E-4
26/10/2022  13:30:03,000647	3,015075E-1	26/10/2022  13:30:03,000647	-2,211055E-4
26/10/2022  13:30:03,000648	3,015075E-1	26/10/2022  13:30:03,000648	-2,512563E-4
26/10/2022  13:30:03,000648	3,015075E-1	26/10/2022  13:30:03,000648	-3,015075E-4
26/10/2022  13:30:03,000649	3,015075E-1	26/10/2022  13:30:03,000649	-1,306533E-4
26/10/2022  13:30:03,000649	3,015075E-1	26/10/2022  13:30:03,000649	-2,713568E-4
26/10/2022  13:30:03,000649	3,015075E-1	26/10/2022  13:30:03,000649	-2,512563E-4
26/10/2022  13:30:03,000650	3,015075E-1	26/10/2022  13:30:03,000650	-2,311558E-4
26/10/2022  13:30:03,000650	3,015075E-1	26/10/2022  13:30:03,000650	-2,914573E-4
26/10/2022  13:30:03,000651	3,015075E-1	26/10/2022  13:30:03,000651	-1,809045E-4
26/10/2022  13:30:03,000651	3,015075E-1	26/10/2022  13:30:03,000651	-1,608040E-4
26/10/2022  13:30:03,000651	3,015075E-1	26/10/2022  13:30:03,000651	-2,412060E-4
26/10/2022  13:30:03,000652	3,015075E-1	26/10/2022  13:30:03,000652	-2,211055E-4
26/10/2022  13:30:03,000652	3,015075E-1	26/10/2022  13:30:03,000652	-1,306533E-4
26/10/2022  13:30:03,000653	3,015075E-1	26/10/2022  13:30:03,000653	-1,909548E-4
26/10/2022  13:30:03,000653	3,015075E-1	26/10/2022  13:30:03,000653	-2,211055E-4
26/10/2022  13:30:03,000653	3,015075E-1	26/10/2022  13:30:03,000653	-2,512563E-4
26/10/2022  13:30:03,000654	3,015075E-1	26/10/2022  13:30:03,000654	-3,015075E-4
26/10/2022  13:30:03,000654	3,015075E-1	26/10/2022  13:30:03,000654	-2,914573E-4
26/10/2022  13:30:03,000655	3,015075E-1	26/10/2022  13:30:03,000655	-1,206030E-4
26/10/2022  13:30:03,000655	3,015075E-1	26/10/2022  13:30:03,000655	-2,613065E-4
26/10/2022  13:30:03,000655	3,015075E-1	26/10/2022  13:30:03,000655	-2,110553E-4
26/10/2022  13:30:03,000656	3,015075E-1	26/10/2022  13:30:03,000656	-2,211055E-4
26/10/2022  13:30:03,000656	3,015075E-1	26/10/2022  13:30:03,000656	-2,211055E-4
26/10/2022  13:30:03,000657	3,015075E-1	26/10/2022  13:30:03,000657	-2,311558E-4
26/10/2022  13:30:03,000657	3,015075E-1	26/10/2022  13:30:03,000657	-2,713568E-4
26/10/2022  13:30:03,000657	3,015075E-1	26/10/2022  13:30:03,000657	-2,613065E-4
26/10/2022  13:30:03,000658	3,015075E-1	26/10/2022  13:30:03,000658	-2,512563E-4
26/10/2022  13:30:03,000658	3,015075E-1	26/10/2022  13:30:03,000658	-2,010050E-4
26/10/2022  13:30:03,000659	3,015075E-1	26/10/2022  13:30:03,000659	-2,814070E-4
26/10/2022  13:30:03,000659	3,015075E-1	26/10/2022  13:30:03,000659	-2,010050E-4
26/10/2022  13:30:03,000659	3,015075E-1	26/10/2022  13:30:03,000659	-1,608040E-4
26/10/2022  13:30:03,000660	3,015075E-1	26/10/2022  13:30:03,000660	-2,010050E-4
26/10/2022  13:30:03,000660	3,015075E-1	26/10/2022  13:30:03,000660	-2,512563E-4
26/10/2022  13:30:03,000661	3,015075E-1	26/10/2022  13:30:03,000661	-1,608040E-4
26/10/2022  13:30:03,000661	3,015075E-1	26/10/2022  13:30:03,000661	-2,412060E-4
26/10/2022  13:30:03,000661	3,015075E-1	26/10/2022  13:30:03,000661	-2,311558E-4
26/10/2022  13:30:03,000662	3,015075E-1	26/10/2022  13:30:03,000662	-2,110553E-4
26/10/2022  13:30:03,000662	3,015075E-1	26/10/2022  13:30:03,000662	-2,914573E-4
26/10/2022  13:30:03,000663	3,015075E-1	26/10/2022  13:30:03,000663	-1,809045E-4
26/10/2022  13:30:03,000663	3,015075E-1	26/10/2022  13:30:03,000663	-2,311558E-4
26/10/2022  13:30:03,000663	3,015075E-1	26/10/2022  13:30:03,000663	-1,909548E-4
26/10/2022  13:30:03,000664	3,015075E-1	26/10/2022  13:30:03,000664	-2,311558E-4
26/10/2022  13:30:03,000664	3,015075E-1	26/10/2022  13:30:03,000664	-2,613065E-4
26/10/2022  13:30:03,000665	3,015075E-1	26/10/2022  13:30:03,000665	-2,512563E-4
26/10/2022  13:30:03,000665	3,015075E-1	26/10/2022  13:30:03,000665	-2,311558E-4
26/10/2022  13:30:03,000665	3,015075E-1	26/10/2022  13:30:03,000665	-1,105528E-4
26/10/2022  13:30:03,000666	3,015075E-1	26/10/2022  13:30:03,000666	-2,211055E-4
26/10/2022  13:30:03,000666	3,015075E-1	26/10/2022  13:30:03,000666	-2,412060E-4
26/10/2022  13:30:03,000667	3,015075E-1	26/10/2022  13:30:03,000667	-2,211055E-4
26/10/2022  13:30:03,000667	3,015075E-1	26/10/2022  13:30:03,000667	-2,914573E-4
26/10/2022  13:30:03,000667	3,015075E-1	26/10/2022  13:30:03,000667	-2,311558E-4
26/10/2022  13:30:03,000668	3,015075E-1	26/10/2022  13:30:03,000668	-2,311558E-4
26/10/2022  13:30:03,000668	3,015075E-1	26/10/2022  13:30:03,000668	-1,708543E-4
26/10/2022  13:30:03,000669	3,015075E-1	26/10/2022  13:30:03,000669	-2,412060E-4
26/10/2022  13:30:03,000669	3,015075E-1	26/10/2022  13:30:03,000669	-2,412060E-4
26/10/2022  13:30:03,000669	3,015075E-1	26/10/2022  13:30:03,000669	-2,713568E-4
26/10/2022  13:30:03,000670	3,015075E-1	26/10/2022  13:30:03,000670	-2,211055E-4
26/10/2022  13:30:03,000670	3,015075E-1	26/10/2022  13:30:03,000670	-2,010050E-4
26/10/2022  13:30:03,000671	3,015075E-1	26/10/2022  13:30:03,000671	-2,311558E-4
26/10/2022  13:30:03,000671	3,015075E-1	26/10/2022  13:30:03,000671	-1,507538E-4
26/10/2022  13:30:03,000671	3,015075E-1	26/10/2022  13:30:03,000671	-2,211055E-4
26/10/2022  13:30:03,000672	3,015075E-1	26/10/2022  13:30:03,000672	-2,412060E-4
26/10/2022  13:30:03,000672	3,015075E-1	26/10/2022  13:30:03,000672	-3,015075E-4
26/10/2022  13:30:03,000673	3,015075E-1	26/10/2022  13:30:03,000673	-3,015075E-4
26/10/2022  13:30:03,000673	3,015075E-1	26/10/2022  13:30:03,000673	-2,713568E-4
26/10/2022  13:30:03,000673	3,015075E-1	26/10/2022  13:30:03,000673	-1,507538E-4
26/10/2022  13:30:03,000674	3,015075E-1	26/10/2022  13:30:03,000674	-2,311558E-4
26/10/2022  13:30:03,000674	3,015075E-1	26/10/2022  13:30:03,000674	-2,311558E-4
26/10/2022  13:30:03,000675	3,015075E-1	26/10/2022  13:30:03,000675	-2,211055E-4
26/10/2022  13:30:03,000675	3,015075E-1	26/10/2022  13:30:03,000675	-2,010050E-4
26/10/2022  13:30:03,000675	3,015075E-1	26/10/2022  13:30:03,000675	-2,311558E-4
26/10/2022  13:30:03,000676	3,015075E-1	26/10/2022  13:30:03,000676	-1,909548E-4
26/10/2022  13:30:03,000676	3,015075E-1	26/10/2022  13:30:03,000676	-2,412060E-4
26/10/2022  13:30:03,000677	3,015075E-1	26/10/2022  13:30:03,000677	-1,909548E-4
26/10/2022  13:30:03,000677	3,015075E-1	26/10/2022  13:30:03,000677	-1,909548E-4
26/10/2022  13:30:03,000677	3,015075E-1	26/10/2022  13:30:03,000677	-2,914573E-4
26/10/2022  13:30:03,000678	3,015075E-1	26/10/2022  13:30:03,000678	-2,512563E-4
26/10/2022  13:30:03,000678	3,015075E-1	26/10/2022  13:30:03,000678	-2,512563E-4
26/10/2022  13:30:03,000679	3,015075E-1	26/10/2022  13:30:03,000679	-2,713568E-4
26/10/2022  13:30:03,000679	3,015075E-1	26/10/2022  13:30:03,000679	-1,507538E-4
26/10/2022  13:30:03,000679	3,015075E-1	26/10/2022  13:30:03,000679	-2,713568E-4
26/10/2022  13:30:03,000680	3,015075E-1	26/10/2022  13:30:03,000680	-1,909548E-4
26/10/2022  13:30:03,000680	3,015075E-1	26/10/2022  13:30:03,000680	-2,412060E-4
26/10/2022  13:30:03,000681	3,015075E-1	26/10/2022  13:30:03,000681	-2,512563E-4
26/10/2022  13:30:03,000681	3,015075E-1	26/10/2022  13:30:03,000681	-2,613065E-4
26/10/2022  13:30:03,000681	3,015075E-1	26/10/2022  13:30:03,000681	-1,608040E-4
26/10/2022  13:30:03,000682	3,015075E-1	26/10/2022  13:30:03,000682	-2,110553E-4
26/10/2022  13:30:03,000682	3,015075E-1	26/10/2022  13:30:03,000682	-1,909548E-4
26/10/2022  13:30:03,000683	3,015075E-1	26/10/2022  13:30:03,000683	-2,110553E-4
26/10/2022  13:30:03,000683	3,015075E-1	26/10/2022  13:30:03,000683	-2,110553E-4
26/10/2022  13:30:03,000683	3,015075E-1	26/10/2022  13:30:03,000683	-2,010050E-4
26/10/2022  13:30:03,000684	3,015075E-1	26/10/2022  13:30:03,000684	-2,211055E-4
26/10/2022  13:30:03,000684	3,015075E-1	26/10/2022  13:30:03,000684	-3,015075E-4
26/10/2022  13:30:03,000685	3,015075E-1	26/10/2022  13:30:03,000685	-1,809045E-4
26/10/2022  13:30:03,000685	3,015075E-1	26/10/2022  13:30:03,000685	-2,412060E-4
26/10/2022  13:30:03,000685	3,015075E-1	26/10/2022  13:30:03,000685	-2,512563E-4
26/10/2022  13:30:03,000686	3,015075E-1	26/10/2022  13:30:03,000686	-2,814070E-4
26/10/2022  13:30:03,000686	3,015075E-1	26/10/2022  13:30:03,000686	-2,412060E-4
26/10/2022  13:30:03,000687	3,015075E-1	26/10/2022  13:30:03,000687	-1,507538E-4
26/10/2022  13:30:03,000687	3,015075E-1	26/10/2022  13:30:03,000687	-2,110553E-4
26/10/2022  13:30:03,000687	3,015075E-1	26/10/2022  13:30:03,000687	-2,412060E-4
26/10/2022  13:30:03,000688	3,015075E-1	26/10/2022  13:30:03,000688	-2,010050E-4
26/10/2022  13:30:03,000688	3,015075E-1	26/10/2022  13:30:03,000688	-2,412060E-4
26/10/2022  13:30:03,000689	3,015075E-1	26/10/2022  13:30:03,000689	-2,412060E-4
26/10/2022  13:30:03,000689	3,015075E-1	26/10/2022  13:30:03,000689	-2,814070E-4
26/10/2022  13:30:03,000689	3,015075E-1	26/10/2022  13:30:03,000689	-2,110553E-4
26/10/2022  13:30:03,000690	3,015075E-1	26/10/2022  13:30:03,000690	-2,010050E-4
26/10/2022  13:30:03,000690	3,015075E-1	26/10/2022  13:30:03,000690	-2,512563E-4
26/10/2022  13:30:03,000691	3,015075E-1	26/10/2022  13:30:03,000691	-1,708543E-4
26/10/2022  13:30:03,000691	3,015075E-1	26/10/2022  13:30:03,000691	-3,216080E-4
26/10/2022  13:30:03,000691	3,015075E-1	26/10/2022  13:30:03,000691	-2,311558E-4
26/10/2022  13:30:03,000692	3,015075E-1	26/10/2022  13:30:03,000692	-2,311558E-4
26/10/2022  13:30:03,000692	3,015075E-1	26/10/2022  13:30:03,000692	-1,809045E-4
26/10/2022  13:30:03,000693	3,015075E-1	26/10/2022  13:30:03,000693	-1,909548E-4
26/10/2022  13:30:03,000693	3,015075E-1	26/10/2022  13:30:03,000693	-2,010050E-4
26/10/2022  13:30:03,000693	3,015075E-1	26/10/2022  13:30:03,000693	-2,814070E-4
26/10/2022  13:30:03,000694	3,015075E-1	26/10/2022  13:30:03,000694	-2,110553E-4
26/10/2022  13:30:03,000694	3,015075E-1	26/10/2022  13:30:03,000694	-2,713568E-4
26/10/2022  13:30:03,000695	3,015075E-1	26/10/2022  13:30:03,000695	-2,311558E-4
26/10/2022  13:30:03,000695	3,015075E-1	26/10/2022  13:30:03,000695	-2,110553E-4
26/10/2022  13:30:03,000695	3,015075E-1	26/10/2022  13:30:03,000695	-2,110553E-4
26/10/2022  13:30:03,000696	3,015075E-1	26/10/2022  13:30:03,000696	-2,613065E-4
26/10/2022  13:30:03,000696	3,015075E-1	26/10/2022  13:30:03,000696	-2,211055E-4
26/10/2022  13:30:03,000697	3,015075E-1	26/10/2022  13:30:03,000697	-2,613065E-4
26/10/2022  13:30:03,000697	3,015075E-1	26/10/2022  13:30:03,000697	-2,613065E-4
26/10/2022  13:30:03,000697	3,015075E-1	26/10/2022  13:30:03,000697	-2,110553E-4
26/10/2022  13:30:03,000698	3,015075E-1	26/10/2022  13:30:03,000698	-2,211055E-4
26/10/2022  13:30:03,000698	3,015075E-1	26/10/2022  13:30:03,000698	-1,708543E-4
26/10/2022  13:30:03,000699	3,015075E-1	26/10/2022  13:30:03,000699	-2,311558E-4
26/10/2022  13:30:03,000699	3,015075E-1	26/10/2022  13:30:03,000699	-2,412060E-4
26/10/2022  13:30:03,000699	3,015075E-1	26/10/2022  13:30:03,000699	-2,814070E-4
26/10/2022  13:30:03,000700	3,015075E-1	26/10/2022  13:30:03,000700	-1,909548E-4
26/10/2022  13:30:03,000700	3,015075E-1	26/10/2022  13:30:03,000700	-1,809045E-4
26/10/2022  13:30:03,000701	3,015075E-1	26/10/2022  13:30:03,000701	-2,110553E-4
26/10/2022  13:30:03,000701	3,015075E-1	26/10/2022  13:30:03,000701	-2,211055E-4
26/10/2022  13:30:03,000701	3,015075E-1	26/10/2022  13:30:03,000701	-2,311558E-4
26/10/2022  13:30:03,000702	3,015075E-1	26/10/2022  13:30:03,000702	-2,814070E-4
26/10/2022  13:30:03,000702	3,015075E-1	26/10/2022  13:30:03,000702	-1,407035E-4
26/10/2022  13:30:03,000703	3,015075E-1	26/10/2022  13:30:03,000703	-2,512563E-4
26/10/2022  13:30:03,000703	3,015075E-1	26/10/2022  13:30:03,000703	-2,412060E-4
26/10/2022  13:30:03,000703	3,015075E-1	26/10/2022  13:30:03,000703	-2,713568E-4
26/10/2022  13:30:03,000704	3,015075E-1	26/10/2022  13:30:03,000704	-2,713568E-4
26/10/2022  13:30:03,000704	3,015075E-1	26/10/2022  13:30:03,000704	-1,809045E-4
26/10/2022  13:30:03,000705	3,015075E-1	26/10/2022  13:30:03,000705	-2,010050E-4
26/10/2022  13:30:03,000705	3,015075E-1	26/10/2022  13:30:03,000705	-2,010050E-4
26/10/2022  13:30:03,000705	3,015075E-1	26/10/2022  13:30:03,000705	-2,613065E-4
26/10/2022  13:30:03,000706	3,015075E-1	26/10/2022  13:30:03,000706	-2,512563E-4
26/10/2022  13:30:03,000706	3,015075E-1	26/10/2022  13:30:03,000706	-1,206030E-4
26/10/2022  13:30:03,000707	3,015075E-1	26/10/2022  13:30:03,000707	-2,412060E-4
26/10/2022  13:30:03,000707	3,015075E-1	26/10/2022  13:30:03,000707	-2,412060E-4
26/10/2022  13:30:03,000707	3,015075E-1	26/10/2022  13:30:03,000707	-2,110553E-4
26/10/2022  13:30:03,000708	3,015075E-1	26/10/2022  13:30:03,000708	-1,909548E-4
26/10/2022  13:30:03,000708	3,015075E-1	26/10/2022  13:30:03,000708	-2,713568E-4
26/10/2022  13:30:03,000709	3,015075E-1	26/10/2022  13:30:03,000709	-2,211055E-4
26/10/2022  13:30:03,000709	3,015075E-1	26/10/2022  13:30:03,000709	-1,708543E-4
26/10/2022  13:30:03,000709	3,015075E-1	26/10/2022  13:30:03,000709	-1,608040E-4
26/10/2022  13:30:03,000710	3,015075E-1	26/10/2022  13:30:03,000710	-3,015075E-4
26/10/2022  13:30:03,000710	3,015075E-1	26/10/2022  13:30:03,000710	-2,211055E-4
26/10/2022  13:30:03,000711	3,015075E-1	26/10/2022  13:30:03,000711	-2,311558E-4
26/10/2022  13:30:03,000711	3,015075E-1	26/10/2022  13:30:03,000711	-2,010050E-4
26/10/2022  13:30:03,000711	3,015075E-1	26/10/2022  13:30:03,000711	-3,316583E-4
26/10/2022  13:30:03,000712	3,015075E-1	26/10/2022  13:30:03,000712	-2,211055E-4
26/10/2022  13:30:03,000712	3,015075E-1	26/10/2022  13:30:03,000712	-2,311558E-4
26/10/2022  13:30:03,000713	3,015075E-1	26/10/2022  13:30:03,000713	-2,311558E-4
26/10/2022  13:30:03,000713	3,015075E-1	26/10/2022  13:30:03,000713	-2,713568E-4
26/10/2022  13:30:03,000713	3,015075E-1	26/10/2022  13:30:03,000713	-2,713568E-4
26/10/2022  13:30:03,000714	3,015075E-1	26/10/2022  13:30:03,000714	-1,909548E-4
26/10/2022  13:30:03,000714	3,015075E-1	26/10/2022  13:30:03,000714	-2,512563E-4
26/10/2022  13:30:03,000715	3,015075E-1	26/10/2022  13:30:03,000715	-1,708543E-4
26/10/2022  13:30:03,000715	3,015075E-1	26/10/2022  13:30:03,000715	-2,311558E-4
26/10/2022  13:30:03,000715	3,015075E-1	26/10/2022  13:30:03,000715	-1,708543E-4
26/10/2022  13:30:03,000716	3,015075E-1	26/10/2022  13:30:03,000716	-1,608040E-4
26/10/2022  13:30:03,000716	3,015075E-1	26/10/2022  13:30:03,000716	-2,814070E-4
26/10/2022  13:30:03,000717	3,015075E-1	26/10/2022  13:30:03,000717	-3,015075E-4
26/10/2022  13:30:03,000717	3,015075E-1	26/10/2022  13:30:03,000717	-3,216080E-4
26/10/2022  13:30:03,000717	3,015075E-1	26/10/2022  13:30:03,000717	-1,507538E-4
26/10/2022  13:30:03,000718	3,015075E-1	26/10/2022  13:30:03,000718	-2,412060E-4
26/10/2022  13:30:03,000718	3,015075E-1	26/10/2022  13:30:03,000718	-1,809045E-4
26/10/2022  13:30:03,000719	3,015075E-1	26/10/2022  13:30:03,000719	-2,512563E-4
26/10/2022  13:30:03,000719	3,015075E-1	26/10/2022  13:30:03,000719	-1,608040E-4
26/10/2022  13:30:03,000719	3,015075E-1	26/10/2022  13:30:03,000719	-3,115578E-4
26/10/2022  13:30:03,000720	3,015075E-1	26/10/2022  13:30:03,000720	-2,211055E-4
26/10/2022  13:30:03,000720	3,015075E-1	26/10/2022  13:30:03,000720	-2,814070E-4
26/10/2022  13:30:03,000721	3,015075E-1	26/10/2022  13:30:03,000721	-2,713568E-4
26/10/2022  13:30:03,000721	3,015075E-1	26/10/2022  13:30:03,000721	-2,814070E-4
26/10/2022  13:30:03,000721	3,015075E-1	26/10/2022  13:30:03,000721	-1,809045E-4
26/10/2022  13:30:03,000722	3,015075E-1	26/10/2022  13:30:03,000722	-1,708543E-4
26/10/2022  13:30:03,000722	3,015075E-1	26/10/2022  13:30:03,000722	-1,909548E-4
26/10/2022  13:30:03,000723	3,015075E-1	26/10/2022  13:30:03,000723	-1,809045E-4
26/10/2022  13:30:03,000723	3,015075E-1	26/10/2022  13:30:03,000723	-2,814070E-4
26/10/2022  13:30:03,000723	3,015075E-1	26/10/2022  13:30:03,000723	-1,909548E-4
26/10/2022  13:30:03,000724	3,015075E-1	26/10/2022  13:30:03,000724	-2,110553E-4
26/10/2022  13:30:03,000724	3,015075E-1	26/10/2022  13:30:03,000724	-2,713568E-4
26/10/2022  13:30:03,000725	3,015075E-1	26/10/2022  13:30:03,000725	-2,211055E-4
26/10/2022  13:30:03,000725	3,015075E-1	26/10/2022  13:30:03,000725	-1,407035E-4
26/10/2022  13:30:03,000725	3,015075E-1	26/10/2022  13:30:03,000725	-2,613065E-4
26/10/2022  13:30:03,000726	3,015075E-1	26/10/2022  13:30:03,000726	-2,010050E-4
26/10/2022  13:30:03,000726	3,015075E-1	26/10/2022  13:30:03,000726	-2,211055E-4
26/10/2022  13:30:03,000727	3,015075E-1	26/10/2022  13:30:03,000727	-2,412060E-4
26/10/2022  13:30:03,000727	3,015075E-1	26/10/2022  13:30:03,000727	-3,015075E-4
26/10/2022  13:30:03,000727	3,015075E-1	26/10/2022  13:30:03,000727	-2,613065E-4
26/10/2022  13:30:03,000728	3,015075E-1	26/10/2022  13:30:03,000728	-1,708543E-4
26/10/2022  13:30:03,000728	3,015075E-1	26/10/2022  13:30:03,000728	-1,708543E-4
26/10/2022  13:30:03,000729	3,015075E-1	26/10/2022  13:30:03,000729	-2,713568E-4
26/10/2022  13:30:03,000729	3,015075E-1	26/10/2022  13:30:03,000729	-2,412060E-4
26/10/2022  13:30:03,000729	3,015075E-1	26/10/2022  13:30:03,000729	-2,110553E-4
26/10/2022  13:30:03,000730	3,015075E-1	26/10/2022  13:30:03,000730	-2,010050E-4
26/10/2022  13:30:03,000730	3,015075E-1	26/10/2022  13:30:03,000730	-2,110553E-4
26/10/2022  13:30:03,000731	3,015075E-1	26/10/2022  13:30:03,000731	-1,507538E-4
